,tourney_date,p1_id,p1_name,p2_id,p2_name,p1_hand,p1_ht,p1_age,p2_hand,p2_ht,p2_age,best_of,p1_ace,p1_df,p1_svpt,p1_1stIn,p1_1stWon,p1_2ndWon,p1_SvGms,p1_bpSaved,p1_bpFaced,p2_ace,p2_df,p2_svpt,p2_1stIn,p2_1stWon,p2_2ndWon,p2_SvGms,p2_bpSaved,p2_bpFaced,win
6678,20120625,104897,Matthias Bachinger,104932,Kenny De Schepper,1,188.0,25.2320328542,0,203.0,25.0759753593,5,7.0,3.0,75.0,47.0,32.0,11.0,13.0,5.0,10.0,15.0,1.0,76.0,52.0,43.0,14.0,13.0,1.0,1.0,2
6679,20120625,103451,Bjorn Phau,104639,Wayne Odesnik,1,175.0,32.7255304586,0,180.0,26.5927446954,5,15.0,11.0,166.0,102.0,78.0,31.0,25.0,10.0,14.0,6.0,5.0,153.0,97.0,66.0,29.0,24.0,6.0,12.0,1
6654,20120625,105373,Martin Klizan,103428,Juan Ignacio Chela,0,190.0,22.9568788501,1,190.0,32.821355236100004,5,13.0,7.0,190.0,98.0,73.0,47.0,29.0,12.0,18.0,9.0,2.0,210.0,138.0,95.0,40.0,31.0,13.0,18.0,1
6677,20120625,104460,Dustin Brown,103970,David Ferrer,1,196.0,27.545516769299997,1,175.0,30.2313483915,5,9.0,7.0,113.0,73.0,57.0,16.0,16.0,3.0,5.0,4.0,1.0,100.0,69.0,53.0,21.0,16.0,3.0,3.0,2
6676,20120625,103900,David Nalbandian,104386,Janko Tipsarevic,1,180.0,30.4804928131,1,180.0,28.008213552399997,5,10.0,3.0,95.0,53.0,38.0,20.0,15.0,5.0,9.0,18.0,3.0,112.0,65.0,50.0,24.0,15.0,8.0,9.0,2
6649,20120625,104925,Novak Djokovic,103507,Juan Carlos Ferrero,1,188.0,25.095140314899997,1,183.0,32.3668720055,5,13.0,3.0,85.0,56.0,47.0,12.0,13.0,7.0,8.0,2.0,2.0,72.0,48.0,27.0,10.0,12.0,5.0,11.0,1
6650,20120625,104229,Yen Hsun Lu,105992,Ryan Harrison,1,180.0,28.8651608487,1,183.0,20.1341546886,5,5.0,3.0,121.0,80.0,56.0,21.0,18.0,7.0,11.0,11.0,1.0,114.0,80.0,62.0,18.0,19.0,5.0,6.0,2
6651,20120625,103794,Benjamin Becker,103484,James Blake,1,178.0,31.0253251198,1,185.0,32.4928131417,5,27.0,3.0,125.0,87.0,65.0,21.0,20.0,6.0,9.0,5.0,5.0,141.0,88.0,60.0,22.0,20.0,9.0,17.0,1
6652,20120625,104660,Sergiy Stakhovsky,103285,Radek Stepanek,1,193.0,26.466803559200002,1,185.0,33.5770020534,5,0.0,0.0,28.0,18.0,5.0,5.0,4.0,0.0,3.0,1.0,0.0,20.0,12.0,10.0,6.0,4.0,0.0,0.0,2
6653,20120625,104678,Viktor Troicki,104719,Marcel Granollers,1,193.0,26.3709787817,1,190.0,26.203969883600003,5,15.0,2.0,151.0,100.0,69.0,31.0,27.0,3.0,9.0,7.0,9.0,194.0,123.0,94.0,28.0,28.0,10.0,15.0,1
6709,20120625,103794,Benjamin Becker,103285,Radek Stepanek,1,178.0,31.0253251198,1,185.0,33.5770020534,5,7.0,3.0,89.0,45.0,27.0,23.0,14.0,3.0,8.0,6.0,2.0,86.0,55.0,40.0,20.0,15.0,2.0,4.0,2
6655,20120625,104871,Jeremy Chardy,103835,Filippo Volandri,1,188.0,25.366187542800002,1,183.0,30.803559206,5,5.0,0.0,40.0,26.0,20.0,10.0,7.0,1.0,1.0,2.0,0.0,57.0,45.0,22.0,1.0,7.0,5.0,11.0,1
6656,20120625,104338,Juan Monaco,104919,Leonardo Mayer,1,185.0,28.240930869299998,1,188.0,25.1143052704,5,3.0,7.0,101.0,73.0,65.0,14.0,17.0,1.0,1.0,6.0,4.0,112.0,73.0,57.0,21.0,17.0,1.0,2.0,1
6657,20120625,103694,Olivier Rochus,104597,Nicolas Almagro,1,168.0,31.4332648871,1,183.0,26.844626967800004,5,4.0,4.0,175.0,114.0,84.0,25.0,26.0,9.0,15.0,48.0,3.0,135.0,81.0,66.0,29.0,25.0,2.0,6.0,2
6658,20120625,105558,Guillaume Rufin,104327,Steve Darcis,1,188.0,22.083504449,1,178.0,28.2847364819,5,15.0,8.0,179.0,111.0,79.0,26.0,26.0,7.0,14.0,7.0,0.0,145.0,103.0,67.0,24.0,25.0,6.0,13.0,1
6659,20120625,104755,Richard Gasquet,104735,Tobias Kamke,1,185.0,26.0205338809,1,180.0,26.0971937029,5,5.0,4.0,72.0,33.0,27.0,26.0,12.0,3.0,3.0,2.0,6.0,90.0,64.0,38.0,9.0,12.0,5.0,11.0,1
6660,20120625,104098,Dmitry Tursunov,104252,Florian Mayer,1,185.0,29.535934291599997,1,190.0,28.722792607800002,5,10.0,2.0,95.0,59.0,39.0,21.0,14.0,6.0,9.0,13.0,2.0,90.0,57.0,50.0,20.0,15.0,4.0,4.0,2
6661,20120625,104882,Blaz Kavcic,104332,Philipp Petzschner,1,188.0,25.3086926762,1,185.0,28.254620123200002,5,8.0,1.0,90.0,61.0,40.0,14.0,14.0,4.0,8.0,14.0,0.0,76.0,59.0,49.0,11.0,14.0,3.0,3.0,2
6662,20120625,105668,Jerzy Janowicz,104620,Simone Bolelli,1,203.0,21.6153319644,1,183.0,26.71321013,5,19.0,1.0,89.0,68.0,57.0,11.0,18.0,0.0,1.0,7.0,5.0,109.0,75.0,55.0,14.0,18.0,5.0,9.0,1
6663,20120625,105208,Ernests Gulbis,104607,Tomas Berdych,1,190.0,23.819301848000002,1,196.0,26.7707049966,5,30.0,2.0,110.0,79.0,66.0,19.0,18.0,0.0,1.0,13.0,4.0,122.0,72.0,61.0,24.0,18.0,6.0,7.0,1
6664,20120625,103819,Roger Federer,105077,Albert Ramos,1,185.0,30.8802190281,0,188.0,24.4380561259,5,9.0,1.0,58.0,40.0,29.0,13.0,11.0,1.0,2.0,0.0,5.0,80.0,46.0,21.0,10.0,10.0,10.0,18.0,1
6665,20120625,103566,Michael Llodra,104926,Fabio Fognini,0,190.0,32.1040383299,1,178.0,25.0896646133,5,16.0,3.0,117.0,84.0,59.0,18.0,20.0,5.0,10.0,7.0,1.0,139.0,92.0,60.0,29.0,20.0,7.0,10.0,2
6666,20120625,104180,Gilles Muller,103898,Julien Benneteau,0,193.0,29.130732375100003,1,185.0,30.5133470226,5,16.0,1.0,92.0,72.0,53.0,8.0,16.0,5.0,9.0,15.0,3.0,102.0,76.0,62.0,13.0,16.0,6.0,7.0,2
6667,20120625,104269,Fernando Verdasco,104499,Jimmy Wang,0,188.0,28.6105407255,1,178.0,27.375770020500003,5,12.0,6.0,111.0,70.0,53.0,23.0,17.0,6.0,9.0,0.0,4.0,101.0,63.0,45.0,16.0,17.0,6.0,11.0,1
6668,20120625,104623,Josh Goodall,104813,Grega Zemlja,1,188.0,26.688569473,1,183.0,25.7385352498,5,21.0,6.0,134.0,74.0,55.0,33.0,21.0,8.0,11.0,19.0,4.0,107.0,72.0,56.0,24.0,20.0,2.0,4.0,2
6669,20120625,104594,Marinko Matosevic,103598,Xavier Malisse,1,194.0,26.8802190281,1,185.0,31.934291581100002,5,1.0,3.0,77.0,44.0,28.0,14.0,14.0,5.0,11.0,14.0,2.0,87.0,59.0,49.0,10.0,14.0,3.0,4.0,2
6670,20120625,103908,Paul Henri Mathieu,104468,Gilles Simon,1,185.0,30.4503764545,1,183.0,27.4934976044,5,3.0,2.0,59.0,28.0,23.0,12.0,9.0,6.0,9.0,7.0,4.0,63.0,39.0,31.0,10.0,9.0,5.0,6.0,2
6671,20120625,104268,Alejandro Falla,104545,John Isner,0,185.0,28.6132785763,1,206.0,27.164955509899997,5,4.0,4.0,169.0,112.0,89.0,38.0,28.0,7.0,9.0,31.0,4.0,158.0,121.0,99.0,23.0,27.0,3.0,5.0,1
6672,20120625,103917,Nicolas Mahut,103893,Paolo Lorenzi,1,190.0,30.425735797399998,1,183.0,30.527036276500002,5,20.0,2.0,173.0,118.0,94.0,24.0,27.0,9.0,11.0,8.0,3.0,161.0,103.0,76.0,29.0,26.0,4.0,9.0,1
6673,20120625,104312,Andreas Seppi,104797,Denis Istomin,1,190.0,28.342231348400002,1,188.0,25.7987679671,5,8.0,6.0,146.0,87.0,61.0,38.0,27.0,0.0,6.0,13.0,3.0,191.0,125.0,93.0,32.0,27.0,14.0,18.0,2
6674,20120625,104022,Mikhail Youzhny,105385,Donald Young,1,183.0,30.0013689254,0,183.0,22.9240246407,5,4.0,4.0,92.0,63.0,45.0,12.0,18.0,3.0,9.0,2.0,3.0,127.0,77.0,40.0,20.0,18.0,9.0,19.0,1
6675,20120625,103808,Potito Starace,104976,Ryan Sweeting,1,188.0,30.9486652977,1,196.0,24.9500342231,5,1.0,1.0,41.0,22.0,15.0,5.0,5.0,2.0,5.0,5.0,2.0,34.0,23.0,19.0,6.0,5.0,3.0,3.0,2
6708,20120625,105992,Ryan Harrison,104925,Novak Djokovic,1,183.0,20.1341546886,1,188.0,25.095140314899997,5,8.0,4.0,88.0,55.0,40.0,16.0,15.0,0.0,3.0,8.0,1.0,85.0,63.0,48.0,18.0,15.0,6.0,6.0,2
6689,20120625,103656,Albert Montanes,104571,Marcos Baghdatis,1,175.0,31.578370978800002,1,183.0,27.022587269000002,5,1.0,2.0,82.0,66.0,33.0,7.0,14.0,6.0,13.0,12.0,3.0,74.0,45.0,34.0,14.0,14.0,1.0,4.0,2
6710,20120625,104678,Viktor Troicki,105373,Martin Klizan,1,193.0,26.3709787817,0,190.0,22.9568788501,5,18.0,7.0,169.0,104.0,81.0,31.0,27.0,11.0,16.0,5.0,5.0,162.0,103.0,73.0,32.0,27.0,5.0,10.0,1
6740,20120625,104755,Richard Gasquet,104597,Nicolas Almagro,1,185.0,26.0205338809,1,183.0,26.844626967800004,5,9.0,3.0,88.0,61.0,50.0,16.0,15.0,3.0,3.0,7.0,2.0,77.0,53.0,38.0,13.0,14.0,4.0,7.0,1
6742,20120625,103898,Julien Benneteau,103819,Roger Federer,1,185.0,30.5133470226,1,185.0,30.8802190281,5,15.0,10.0,168.0,115.0,79.0,27.0,24.0,8.0,13.0,14.0,4.0,156.0,101.0,80.0,31.0,25.0,4.0,6.0,2
6743,20120625,104269,Fernando Verdasco,103598,Xavier Malisse,0,188.0,28.6105407255,1,185.0,31.934291581100002,5,21.0,8.0,161.0,109.0,80.0,24.0,23.0,13.0,17.0,8.0,0.0,135.0,74.0,53.0,41.0,22.0,3.0,6.0,2
6745,20120625,104386,Janko Tipsarevic,104022,Mikhail Youzhny,1,180.0,28.008213552399997,1,183.0,30.0013689254,5,11.0,2.0,103.0,66.0,49.0,20.0,18.0,5.0,8.0,10.0,1.0,106.0,69.0,57.0,20.0,19.0,2.0,3.0,2
6746,20120625,103970,David Ferrer,104053,Andy Roddick,1,175.0,30.2313483915,1,188.0,29.8206707734,5,10.0,3.0,113.0,66.0,53.0,29.0,19.0,3.0,6.0,15.0,1.0,118.0,85.0,64.0,17.0,20.0,4.0,8.0,1
6747,20120625,105223,Juan Martin del Potro,105453,Kei Nishikori,1,198.0,23.753593429200002,1,178.0,22.4887063655,5,12.0,4.0,96.0,71.0,52.0,14.0,15.0,2.0,3.0,1.0,5.0,93.0,55.0,37.0,19.0,13.0,7.0,11.0,1
6748,20120625,105227,Marin Cilic,105023,Sam Querrey,1,198.0,23.7399041752,1,198.0,24.717316906199997,5,14.0,6.0,226.0,138.0,104.0,56.0,39.0,5.0,8.0,23.0,9.0,273.0,172.0,132.0,47.0,39.0,11.0,16.0,1
6749,20120625,104918,Andy Murray,104571,Marcos Baghdatis,1,190.0,25.1143052704,1,183.0,27.022587269000002,5,10.0,4.0,117.0,74.0,51.0,28.0,20.0,5.0,8.0,5.0,3.0,154.0,86.0,54.0,33.0,20.0,17.0,23.0,1
6750,20120625,104542,Jo-Wilfried Tsonga,105041,Lukas Lacko,1,188.0,27.189596166999998,1,185.0,24.643394935,5,7.0,2.0,77.0,51.0,42.0,17.0,14.0,3.0,3.0,5.0,3.0,73.0,49.0,36.0,12.0,14.0,1.0,5.0,1
6751,20120625,103888,Mardy Fish,105676,David Goffin,1,188.0,30.5434633812,1,163.0,21.5496235455,5,17.0,1.0,103.0,66.0,59.0,23.0,17.0,1.0,1.0,6.0,2.0,109.0,72.0,54.0,20.0,16.0,1.0,2.0,1
6752,20120625,105332,Benoit Paire,104548,Brian Baker,1,196.0,23.1321013005,1,190.0,27.1540041068,5,17.0,2.0,115.0,65.0,45.0,20.0,18.0,4.0,10.0,5.0,3.0,112.0,65.0,49.0,28.0,18.0,4.0,6.0,2
6753,20120625,104259,Philipp Kohlschreiber,104586,Lukas Rosol,1,178.0,28.6926762491,1,196.0,26.921286789899998,5,12.0,0.0,78.0,46.0,41.0,22.0,14.0,0.0,0.0,7.0,3.0,92.0,65.0,45.0,11.0,15.0,2.0,6.0,1
6754,20120625,104678,Viktor Troicki,104925,Novak Djokovic,1,193.0,26.3709787817,1,188.0,25.095140314899997,5,3.0,2.0,73.0,42.0,23.0,13.0,12.0,2.0,8.0,4.0,2.0,70.0,53.0,43.0,9.0,13.0,3.0,4.0,2
6755,20120625,104755,Richard Gasquet,104252,Florian Mayer,1,185.0,26.0205338809,1,190.0,28.722792607800002,5,7.0,2.0,108.0,82.0,55.0,9.0,17.0,6.0,12.0,14.0,0.0,81.0,49.0,40.0,22.0,16.0,0.0,1.0,2
6756,20120625,103598,Xavier Malisse,103819,Roger Federer,1,185.0,31.934291581100002,1,185.0,30.8802190281,5,9.0,2.0,111.0,79.0,53.0,9.0,19.0,1.0,7.0,9.0,1.0,117.0,82.0,60.0,20.0,19.0,8.0,11.0,2
6757,20120625,104022,Mikhail Youzhny,104797,Denis Istomin,1,183.0,30.0013689254,1,188.0,25.7987679671,5,12.0,3.0,188.0,113.0,81.0,40.0,28.0,11.0,14.0,16.0,1.0,147.0,103.0,82.0,21.0,27.0,3.0,8.0,1
6758,20120625,103970,David Ferrer,105223,Juan Martin del Potro,1,175.0,30.2313483915,1,198.0,23.753593429200002,5,4.0,0.0,76.0,49.0,37.0,21.0,13.0,4.0,4.0,6.0,3.0,82.0,60.0,38.0,9.0,13.0,3.0,8.0,1
6759,20120625,105227,Marin Cilic,104918,Andy Murray,1,198.0,23.7399041752,1,190.0,25.1143052704,5,4.0,3.0,92.0,54.0,39.0,13.0,14.0,7.0,12.0,16.0,1.0,88.0,60.0,43.0,20.0,15.0,7.0,8.0,2
6760,20120625,104542,Jo-Wilfried Tsonga,103888,Mardy Fish,1,188.0,27.189596166999998,1,188.0,30.5434633812,5,20.0,4.0,158.0,89.0,67.0,37.0,21.0,9.0,11.0,17.0,4.0,117.0,64.0,55.0,29.0,21.0,5.0,8.0,1
6761,20120625,104259,Philipp Kohlschreiber,104548,Brian Baker,1,178.0,28.6926762491,1,190.0,27.1540041068,5,23.0,4.0,103.0,66.0,53.0,20.0,15.0,5.0,5.0,7.0,3.0,77.0,56.0,41.0,11.0,13.0,0.0,3.0,1
6762,20120625,104925,Novak Djokovic,104252,Florian Mayer,1,188.0,25.095140314899997,1,190.0,28.722792607800002,5,7.0,3.0,84.0,55.0,42.0,17.0,14.0,7.0,8.0,2.0,1.0,77.0,44.0,27.0,15.0,13.0,4.0,9.0,1
6763,20120625,103819,Roger Federer,104022,Mikhail Youzhny,1,185.0,30.8802190281,1,183.0,30.0013689254,5,2.0,0.0,66.0,41.0,36.0,13.0,12.0,2.0,2.0,3.0,2.0,82.0,53.0,27.0,15.0,11.0,14.0,20.0,1
6764,20120625,103970,David Ferrer,104918,Andy Murray,1,175.0,30.2313483915,1,190.0,25.1143052704,5,6.0,0.0,165.0,112.0,79.0,28.0,23.0,6.0,9.0,18.0,3.0,150.0,92.0,74.0,34.0,23.0,10.0,12.0,2
6765,20120625,104542,Jo-Wilfried Tsonga,104259,Philipp Kohlschreiber,1,188.0,27.189596166999998,1,178.0,28.6926762491,5,17.0,0.0,126.0,80.0,64.0,27.0,21.0,3.0,5.0,10.0,4.0,136.0,85.0,60.0,29.0,21.0,7.0,10.0,1
6766,20120625,103819,Roger Federer,104925,Novak Djokovic,1,185.0,30.8802190281,1,188.0,25.095140314899997,5,12.0,0.0,101.0,65.0,49.0,26.0,19.0,2.0,3.0,9.0,2.0,115.0,73.0,52.0,24.0,18.0,8.0,11.0,1
6767,20120625,104542,Jo-Wilfried Tsonga,104918,Andy Murray,1,188.0,27.189596166999998,1,190.0,25.1143052704,5,11.0,2.0,135.0,85.0,64.0,16.0,20.0,8.0,12.0,9.0,2.0,111.0,67.0,50.0,28.0,20.0,6.0,8.0,2
6768,20120625,104918,Andy Murray,103819,Roger Federer,1,190.0,25.1143052704,1,185.0,30.8802190281,5,16.0,1.0,157.0,88.0,61.0,33.0,20.0,8.0,12.0,12.0,3.0,131.0,90.0,68.0,20.0,21.0,5.0,7.0,2
6711,20120625,104871,Jeremy Chardy,104338,Juan Monaco,1,188.0,25.366187542800002,1,185.0,28.240930869299998,5,17.0,1.0,112.0,73.0,52.0,22.0,19.0,4.0,8.0,2.0,5.0,105.0,69.0,51.0,23.0,19.0,0.0,2.0,2
6741,20120625,105668,Jerzy Janowicz,104252,Florian Mayer,1,203.0,21.6153319644,1,190.0,28.722792607800002,5,20.0,6.0,151.0,90.0,69.0,36.0,25.0,4.0,6.0,8.0,2.0,168.0,126.0,89.0,24.0,25.0,7.0,10.0,2
6744,20120625,104268,Alejandro Falla,104797,Denis Istomin,0,185.0,28.6132785763,1,188.0,25.7987679671,5,1.0,3.0,122.0,81.0,59.0,26.0,20.0,6.0,8.0,16.0,4.0,132.0,91.0,68.0,24.0,20.0,7.0,8.0,2
6739,20120625,104338,Juan Monaco,104678,Viktor Troicki,1,185.0,28.240930869299998,1,193.0,26.3709787817,5,0.0,2.0,115.0,78.0,46.0,17.0,16.0,7.0,13.0,13.0,9.0,115.0,64.0,54.0,19.0,17.0,6.0,9.0,2
6725,20120625,104424,Go Soeda,105223,Juan Martin del Potro,1,178.0,27.8028747433,1,198.0,23.753593429200002,5,4.0,2.0,87.0,46.0,37.0,22.0,17.0,1.0,5.0,12.0,5.0,96.0,62.0,44.0,22.0,17.0,0.0,2.0,2
6712,20120625,104597,Nicolas Almagro,105558,Guillaume Rufin,1,183.0,26.844626967800004,1,188.0,22.083504449,5,20.0,0.0,91.0,65.0,60.0,14.0,19.0,0.0,1.0,11.0,3.0,114.0,71.0,49.0,22.0,19.0,2.0,7.0,1
6713,20120625,104332,Philipp Petzschner,104252,Florian Mayer,1,185.0,28.254620123200002,1,190.0,28.722792607800002,5,15.0,3.0,144.0,89.0,60.0,31.0,23.0,9.0,14.0,7.0,3.0,149.0,92.0,65.0,32.0,23.0,11.0,15.0,2
6714,20120625,105208,Ernests Gulbis,105668,Jerzy Janowicz,1,190.0,23.819301848000002,1,203.0,21.6153319644,5,39.0,3.0,148.0,108.0,86.0,28.0,28.0,5.0,7.0,14.0,6.0,151.0,94.0,82.0,31.0,27.0,5.0,8.0,2
6715,20120625,103819,Roger Federer,104926,Fabio Fognini,1,185.0,30.8802190281,1,178.0,25.0896646133,5,13.0,2.0,60.0,41.0,37.0,11.0,12.0,0.0,0.0,1.0,0.0,73.0,54.0,29.0,8.0,12.0,2.0,8.0,1
6716,20120625,103188,Michael Russell,103898,Julien Benneteau,1,173.0,34.1519507187,1,185.0,30.5133470226,5,10.0,5.0,128.0,77.0,58.0,27.0,21.0,3.0,6.0,13.0,4.0,124.0,80.0,58.0,25.0,21.0,3.0,6.0,2
6717,20120625,104813,Grega Zemlja,104269,Fernando Verdasco,1,183.0,25.7385352498,0,188.0,28.6105407255,5,12.0,8.0,141.0,81.0,61.0,32.0,21.0,5.0,7.0,22.0,5.0,128.0,84.0,66.0,27.0,21.0,3.0,5.0,2
6718,20120625,104468,Gilles Simon,103598,Xavier Malisse,1,183.0,27.4934976044,1,185.0,31.934291581100002,5,7.0,3.0,113.0,67.0,47.0,17.0,16.0,9.0,14.0,10.0,0.0,104.0,62.0,49.0,19.0,16.0,3.0,6.0,2
6719,20120625,104268,Alejandro Falla,103917,Nicolas Mahut,0,185.0,28.6132785763,1,190.0,30.425735797399998,5,7.0,2.0,132.0,91.0,64.0,25.0,25.0,3.0,8.0,5.0,6.0,140.0,82.0,60.0,31.0,26.0,8.0,15.0,1
6720,20120625,104214,Igor Andreev,104797,Denis Istomin,1,185.0,28.9500342231,1,188.0,25.7987679671,5,3.0,3.0,123.0,74.0,53.0,23.0,19.0,4.0,8.0,20.0,1.0,105.0,78.0,67.0,14.0,20.0,2.0,4.0,2
6738,20120625,103285,Radek Stepanek,104925,Novak Djokovic,1,185.0,33.5770020534,1,188.0,25.095140314899997,5,8.0,1.0,143.0,94.0,57.0,19.0,17.0,14.0,20.0,12.0,1.0,96.0,63.0,50.0,20.0,17.0,4.0,5.0,2
6722,20120625,104932,Kenny De Schepper,103970,David Ferrer,0,203.0,25.0759753593,1,175.0,30.2313483915,5,7.0,3.0,90.0,56.0,39.0,17.0,15.0,5.0,8.0,4.0,0.0,89.0,64.0,51.0,17.0,15.0,3.0,3.0,2
6723,20120625,104053,Andy Roddick,103451,Bjorn Phau,1,188.0,29.8206707734,1,175.0,32.7255304586,5,13.0,3.0,85.0,62.0,53.0,14.0,16.0,1.0,2.0,11.0,6.0,84.0,45.0,36.0,17.0,14.0,3.0,6.0,1
6724,20120625,103722,Florent Serra,105453,Kei Nishikori,1,180.0,31.3210130048,1,178.0,22.4887063655,5,4.0,3.0,92.0,53.0,31.0,14.0,15.0,5.0,13.0,6.0,6.0,73.0,36.0,29.0,21.0,14.0,1.0,4.0,2
6721,20120625,104976,Ryan Sweeting,104386,Janko Tipsarevic,1,196.0,24.9500342231,1,180.0,28.008213552399997,5,16.0,4.0,147.0,96.0,67.0,24.0,21.0,9.0,13.0,17.0,3.0,105.0,61.0,55.0,28.0,21.0,0.0,1.0,2
6726,20120625,103997,Lukasz Kubot,105227,Marin Cilic,1,190.0,30.1108829569,1,198.0,23.7399041752,5,5.0,7.0,74.0,41.0,25.0,16.0,13.0,1.0,6.0,14.0,1.0,77.0,48.0,40.0,19.0,14.0,0.0,1.0,2
6732,20120625,105028,Jesse Levine,105676,David Goffin,0,175.0,24.6954140999,1,163.0,21.5496235455,5,14.0,5.0,111.0,70.0,49.0,17.0,18.0,6.0,12.0,14.0,6.0,124.0,84.0,59.0,21.0,18.0,10.0,12.0,2
6737,20120625,104586,Lukas Rosol,104745,Rafael Nadal,1,196.0,26.921286789899998,0,185.0,26.0616016427,5,22.0,3.0,137.0,92.0,76.0,26.0,25.0,1.0,4.0,19.0,2.0,139.0,93.0,73.0,29.0,25.0,4.0,8.0,1
6727,20120625,105023,Sam Querrey,105683,Milos Raonic,1,198.0,24.717316906199997,1,196.0,21.4948665298,5,21.0,3.0,156.0,89.0,71.0,39.0,23.0,4.0,5.0,25.0,3.0,150.0,107.0,83.0,24.0,23.0,4.0,6.0,1
6735,20120625,105238,Alexandr Dolgopolov,105332,Benoit Paire,1,180.0,23.630390143699998,1,196.0,23.1321013005,5,9.0,2.0,113.0,73.0,49.0,18.0,16.0,9.0,13.0,11.0,5.0,109.0,57.0,44.0,29.0,16.0,5.0,7.0,2
6734,20120625,104548,Brian Baker,103813,Jarkko Nieminen,1,190.0,27.1540041068,0,185.0,30.9240246407,5,6.0,2.0,64.0,42.0,35.0,14.0,12.0,0.0,0.0,5.0,2.0,76.0,48.0,30.0,8.0,12.0,6.0,12.0,1
6733,20120625,103888,Mardy Fish,104868,James Ward,1,188.0,30.5434633812,1,190.0,25.3744010951,5,26.0,4.0,162.0,82.0,65.0,44.0,27.0,5.0,8.0,16.0,3.0,172.0,106.0,74.0,32.0,25.0,12.0,17.0,1
6736,20120625,104259,Philipp Kohlschreiber,104291,Malek Jaziri,1,178.0,28.6926762491,1,185.0,28.429842573600002,5,22.0,5.0,80.0,51.0,46.0,17.0,14.0,1.0,1.0,8.0,6.0,80.0,46.0,34.0,11.0,12.0,1.0,5.0,1
6731,20120625,105041,Lukas Lacko,103781,Jurgen Melzer,1,185.0,24.643394935,0,183.0,31.0937713895,5,25.0,1.0,148.0,93.0,78.0,26.0,25.0,5.0,8.0,13.0,6.0,157.0,114.0,81.0,22.0,25.0,5.0,10.0,1
6730,20120625,104542,Jo-Wilfried Tsonga,104198,Guillermo Garcia Lopez,1,188.0,27.189596166999998,1,188.0,29.0595482546,5,10.0,1.0,113.0,76.0,60.0,24.0,19.0,2.0,2.0,7.0,6.0,112.0,70.0,47.0,25.0,19.0,5.0,10.0,1
6729,20120625,104918,Andy Murray,103333,Ivo Karlovic,1,190.0,25.1143052704,1,208.0,33.3223819302,5,11.0,6.0,127.0,78.0,66.0,33.0,22.0,0.0,1.0,17.0,9.0,136.0,83.0,69.0,24.0,22.0,3.0,7.0,1
6728,20120625,104571,Marcos Baghdatis,105777,Grigor Dimitrov,1,183.0,27.022587269000002,1,188.0,21.1115674196,5,9.0,2.0,46.0,25.0,22.0,12.0,8.0,1.0,2.0,2.0,3.0,68.0,44.0,25.0,10.0,9.0,5.0,9.0,1
6636,20120618,104327,Steve Darcis,104571,Marcos Baghdatis,1,178.0,28.2655715264,1,183.0,27.0034223135,3,2.0,0.0,88.0,62.0,43.0,16.0,15.0,1.0,3.0,6.0,11.0,99.0,49.0,38.0,24.0,15.0,2.0,5.0,1
6624,20120618,104594,Marinko Matosevic,104868,James Ward,1,194.0,26.8610540726,1,190.0,25.3552361396,3,8.0,1.0,90.0,54.0,37.0,25.0,14.0,3.0,4.0,6.0,0.0,78.0,43.0,27.0,21.0,13.0,1.0,4.0,1
6625,20120618,104327,Steve Darcis,105051,Matthew Ebden,1,178.0,28.2655715264,1,188.0,24.5612594114,3,1.0,0.0,53.0,42.0,32.0,6.0,9.0,6.0,6.0,4.0,4.0,56.0,32.0,22.0,8.0,9.0,6.0,9.0,1
6626,20120618,104571,Marcos Baghdatis,104665,Pablo Andujar,1,183.0,27.0034223135,1,180.0,26.4010951403,3,1.0,3.0,42.0,23.0,18.0,12.0,7.0,0.0,0.0,1.0,3.0,40.0,19.0,9.0,7.0,7.0,3.0,8.0,1
6627,20120618,105077,Albert Ramos,104926,Fabio Fognini,0,188.0,24.4188911704,1,178.0,25.070499657800003,3,4.0,4.0,104.0,56.0,36.0,22.0,16.0,6.0,12.0,2.0,4.0,104.0,67.0,46.0,19.0,16.0,3.0,7.0,2
6628,20120618,103908,Paul Henri Mathieu,104871,Jeremy Chardy,1,185.0,30.431211499,1,188.0,25.3470225873,3,11.0,7.0,122.0,63.0,51.0,29.0,18.0,3.0,6.0,20.0,4.0,132.0,65.0,50.0,34.0,18.0,10.0,12.0,2
6629,20120618,105023,Sam Querrey,104053,Andy Roddick,1,198.0,24.6981519507,1,188.0,29.8015058179,3,2.0,1.0,30.0,21.0,13.0,2.0,4.0,3.0,5.0,5.0,1.0,15.0,11.0,9.0,3.0,3.0,0.0,0.0,2
6630,20120618,104424,Go Soeda,104259,Philipp Kohlschreiber,1,178.0,27.783709787800003,1,178.0,28.6735112936,3,4.0,3.0,71.0,41.0,27.0,15.0,11.0,2.0,5.0,8.0,2.0,66.0,28.0,24.0,21.0,11.0,5.0,6.0,2
6631,20120618,104122,Carlos Berlocq,105062,Mikhail Kukushkin,1,183.0,29.3716632444,1,183.0,24.4791238877,3,4.0,3.0,72.0,49.0,41.0,11.0,13.0,2.0,3.0,5.0,1.0,76.0,43.0,31.0,19.0,14.0,3.0,6.0,1
6632,20120618,104229,Yen Hsun Lu,103898,Julien Benneteau,1,180.0,28.8459958932,1,185.0,30.4941820671,3,3.0,9.0,119.0,79.0,51.0,15.0,15.0,11.0,16.0,7.0,3.0,93.0,60.0,40.0,15.0,14.0,1.0,5.0,1
